recency,frequency,monetary,customersegment
29,7,2272.4,2
18,4,596.26,1
12,2,461.19,1
104,8,1852.67,2
74,2,234.34000000000003,1
43,2,557.61,1
72,6,1051.88,2
257,1,193.0,0
20,5,1311.39,2
254,2,316.25,0
11,1,279.05,1
165,2,636.51,0
18,6,2022.81,2
150,2,145.0,0
50,1,321.92,1
39,1,162.8,1
27,7,1178.23,2
51,2,1081.1299999999999,1
207,1,463.38,0
175,2,340.93,0
7,7,2403.64,2
26,1,139.56,1
51,2,123.8,1
312,2,538.8100000000001,0
301,2,493.27,0
43,5,1957.32,2
26,3,808.44,1
88,3,356.85,1
64,3,312.11,1
3,6,3543.26,2
47,4,673.26,1
17,5,1960.65,2
24,7,1382.88,2
22,2,268.05,1
11,6,1362.21,2
188,2,275.28,0
101,4,472.69,1
61,3,990.2,1
18,6,2076.89,2
33,2,330.45,1
64,1,174.37,1
2,2,270.6,1
24,4,974.54,1
108,1,241.09,1
32,9,1843.83,2
37,1,364.21999999999997,1
60,3,578.61,1
26,6,2862.11,2
236,4,932.85,0
25,9,2086.82,2
59,4,2877.94,2
260,1,170.95,0
58,1,355.56,1
65,2,388.25,1
16,2,537.48,1
10,3,952.66,1
59,8,1453.35,2
186,1,103.25,0
24,2,2004.3,1
4,9,2665.0,2
151,2,652.8,0
311,1,289.24,0
11,2,757.37,1
18,2,186.23,1
152,1,164.22,0
19,5,859.27,1
10,4,2279.4900000000002,2
57,2,312.54,1
64,2,1576.76,1
76,3,1080.76,1
96,6,3124.4700000000003,2
111,1,1432.0,1
35,3,1536.26,1
1,1,227.39,1
281,2,218.06,0
3,10,2833.69,2
13,4,859.71,1
3,1,168.63,1
17,1,138.6,1
41,1,114.11,1
6,5,986.96,1
169,5,1046.06,0
50,1,157.05,1
227,3,340.56,0
19,10,1583.19,2
15,4,1320.21,1
35,3,557.94,1
22,3,617.15,1
7,2,363.33,1
20,6,1740.6,2
11,2,866.24,1
44,1,221.97,1
306,1,393.33000000000004,0
11,1,213.96,1
275,1,660.0,0
4,4,1785.15,2
72,4,601.56,1
243,3,406.08000000000004,0
9,4,568.29,1
239,2,409.37,0
204,3,432.28000000000003,0
1,6,1810.96,2
185,1,320.58000000000004,0
32,6,906.6,2
57,2,225.85,1
185,5,950.78,0
9,7,2825.4700000000003,2
312,1,21.85,0
91,2,671.96,1
4,3,975.0600000000001,1
51,3,1006.98,1
263,1,114.56,0
266,1,344.90000000000003,0
36,2,609.85,1
51,1,443.6,1
52,8,3016.64,2
16,8,2190.31,2
22,1,110.46,1
59,1,96.12,1
170,3,719.01,0
9,4,881.0600000000001,1
157,2,597.09,0
201,1,236.04000000000002,0
5,4,1402.59,1
67,2,653.75,1
77,1,114.18,1
1,7,1926.65,2
4,5,1934.31,2
169,2,291.05,0
18,5,858.17,1
5,2,247.15,1
87,2,285.74,1
27,1,107.95,1
29,4,741.37,1
20,2,636.24,1
61,7,2413.02,2
24,1,195.25,1
242,3,1259.24,0
280,2,392.86,0
235,2,765.55,0
3,5,1736.4,2
16,1,596.36,1
31,8,2553.2400000000002,2
71,3,498.95,1
188,2,52.0,0
26,5,1201.51,2
107,1,628.38,1
209,1,112.8,0
44,3,368.14,1
31,5,2114.33,2
137,5,601.05,1
265,1,172.9,0
4,9,2086.93,2
218,2,188.60999999999999,0
2,5,1217.27,2
214,1,109.13000000000001,0
32,3,2195.1,2
15,1,318.17,1
11,9,1493.96,2
199,1,179.0,0
3,4,1156.07,1
14,4,599.48,1
29,3,917.07,1
24,1,160.19,1
25,4,867.38,1
43,2,307.51,1
2,6,1591.79,2
6,3,663.81,1
147,1,180.42000000000002,0
10,6,1122.3600000000001,2
25,1,655.58,1
274,1,268.58,0
1,8,1897.57,2
47,3,380.02,1
8,10,2718.64,2
4,3,1164.55,1
39,9,1338.96,2
191,4,1473.21,0
12,6,1400.34,2
16,9,1111.43,2
113,6,1273.36,2
248,2,362.1,0
29,6,1519.71,2
44,1,389.64,1
87,1,563.15,1
45,2,638.05,1
15,1,738.96,1
75,1,420.5,1
145,4,1484.06,1
5,3,1625.97,1
294,2,124.60000000000001,0
59,2,255.9,1
264,1,300.52,0
44,2,306.05,1
29,3,254.11,1
8,8,2523.67,2
17,3,245.70000000000002,1
232,2,876.42,0
112,1,139.26,1
58,3,1011.9,1
4,2,17.45,1
127,2,730.86,1
281,3,386.15,0
55,2,447.68,1
320,1,200.10000000000002,0
26,2,289.99,1
10,2,77.4,1
7,2,679.4399999999999,1
29,1,197.64,1
17,4,745.06,1
64,2,12.4,1
4,2,243.84,1
3,9,1367.71,2
166,1,131.45000000000002,0
53,3,173.74,1
51,1,157.7,1
61,1,189.34,1
162,3,845.55,0
9,1,353.27,1
15,4,546.4,1
75,1,193.39000000000001,1
41,11,2085.33,2
37,2,778.5,1
197,1,271.85,0
200,2,1110.34,0
74,3,657.8,1
64,2,272.07,1
21,4,507.29,1
180,3,321.43,0
10,4,1127.71,1
197,3,2139.76,0
29,6,750.45,1
53,1,188.88,1
18,8,1742.25,2
10,3,102.44999999999999,1
90,5,1657.8,2
268,1,62.85,0
53,6,3295.76,2
35,8,3192.58,2
64,4,3189.81,2
149,1,309.4,0
312,2,373.35,0
23,2,511.35,1
58,6,2836.69,2
9,3,488.55,1
78,8,2749.97,2
119,2,645.65,1
36,3,1290.53,1
60,3,1180.59,1
13,5,1355.44,2
9,2,172.02,1
52,1,125.79,1
26,2,841.1999999999999,1
29,1,266.76,1
7,2,52.2,1
186,4,719.23,0
3,9,2967.54,2
4,3,725.2,1
262,1,327.25,0
3,4,501.28000000000003,1
210,1,519.68,0
9,5,1481.92,2
13,9,1476.09,2
77,3,690.59,1
20,1,255.4,1
27,2,589.7,1
19,7,766.54,2
132,1,765.3199999999999,1
253,1,364.8,0
79,1,1862.0,1
207,1,369.2,0
254,1,125.65,0
148,2,554.38,0
10,2,1237.8500000000001,1
85,1,655.75,1
205,2,468.77000000000004,0
8,4,1366.38,1
23,8,1344.51,2
11,10,1427.59,2
21,2,351.21,1
21,10,2861.48,2
2,2,1025.44,1
154,3,632.4,0
3,10,3523.35,2
74,1,277.8,1
3,7,478.84,2
17,3,894.18,1
36,4,1227.43,1
86,3,356.13,1
71,5,1273.12,2
116,2,1610.15,1
213,2,977.77,0
30,2,1316.07,1
51,1,749.1,1
246,1,310.05,0
32,1,223.88,1
109,3,2362.96,2
5,6,1550.68,2
73,3,1893.04,2
297,1,1784.71,0
57,4,1626.13,2
14,1,100.9,1
72,2,290.82,1
23,7,1137.3700000000001,2
9,2,381.15000000000003,1
79,1,311.69,1
25,1,285.67,1
12,1,294.85,1
253,1,58.49,0
147,3,483.72999999999996,0
59,5,705.87,1
8,2,221.27,1
271,1,126.7,0
10,5,1472.34,2
247,1,206.21,0
96,2,596.09,1
15,1,183.02,1
50,1,463.8,1
30,1,147.59,1
68,4,1592.06,2
35,3,1097.98,1
128,1,114.77,1
107,3,1314.45,1
37,1,89.94,1
57,1,279.94,1
57,8,815.86,2
72,5,1921.3700000000001,2
246,1,102.12,0
19,2,202.37,1
198,2,292.01,0
16,2,326.4,1
212,1,334.54,0
39,2,231.98000000000002,1
46,4,551.42,1
170,2,414.87,0
48,1,490.52,1
116,4,1641.76,2
147,1,1220.77,0
51,1,480.38,1
159,1,156.91,0
12,3,1259.43,1
36,1,308.94,1
54,2,405.04,1
43,2,257.67,1
173,1,170.04,0
34,1,125.58,1
39,4,536.16,1
267,1,252.81,0
12,4,852.39,1
10,10,1636.43,2
33,1,361.96,1
80,3,469.0,1
31,6,1080.35,2
8,4,627.13,1
72,2,518.28,1
4,4,653.19,1
5,11,2572.83,2
90,1,252.73000000000002,1
72,3,429.56,1
43,7,725.64,2
170,1,179.93,0
199,1,135.93,0
31,1,537.0,1
152,3,837.66,0
270,1,343.62,0
65,5,384.48,1
274,1,121.17000000000002,0
25,5,1792.61,2
23,3,1383.3600000000001,1
319,1,207.73000000000002,0
5,3,693.95,1
12,2,302.1,1
275,2,1489.5,0
25,11,2102.54,2
41,11,1349.62,2
8,4,294.25,1
71,4,987.86,1
213,1,370.79999999999995,0
38,6,3180.28,2
32,2,1026.59,1
78,3,1744.76,1
46,2,553.36,1
179,1,1109.53,0
94,2,982.07,1
10,4,1474.39,2
105,1,735.67,1
78,1,773.03,1
173,1,880.85,0
213,5,897.56,0
22,6,522.25,1
257,1,88.2,0
282,1,306.94,0
21,3,1179.8700000000001,1
10,6,2420.84,2
308,1,381.32,0
54,2,484.46,1
215,2,457.81,0
104,5,1376.5,2
43,1,219.39000000000001,1
4,1,248.08,1
84,1,410.48,1
330,6,1116.8999999999999,0
9,3,325.03,1
31,2,703.36,1
167,3,1018.44,0
18,7,2298.93,2
18,7,1437.31,2
311,8,391.34,0
142,5,1308.75,2
241,2,506.15000000000003,0
24,7,1019.0,2
29,3,1567.48,1
10,4,3679.35,2
30,10,2760.56,2
18,1,340.11,1
18,4,1352.75,1
15,6,1553.43,2
134,1,244.8,0
246,1,266.4,0
130,2,373.82,1
50,2,457.72,1
85,6,1655.43,2
7,2,2199.31,2
23,2,184.19,1
66,1,406.53,1
60,8,1522.46,2
50,11,3447.4,2
170,1,330.11,0
18,5,977.9300000000001,1
128,3,982.42,1
15,8,1387.99,2
233,2,150.95,0
3,5,1290.95,2
240,2,178.96,0
52,8,2358.5,2
46,1,498.74,1
226,1,259.45,0
4,4,1194.73,1
165,3,1340.66,0
219,2,638.35,0
11,1,301.29,1
134,1,520.8000000000001,0
31,1,329.25,1
74,2,283.83,1
1,3,961.49,1
4,5,2002.6399999999999,2
45,1,401.40000000000003,1
18,2,304.47,1
69,3,824.58,1
321,1,158.8,0
26,1,106.56,1
325,2,1544.5,0
9,5,1624.05,2
323,1,135.75,0
72,1,224.14,1
260,1,40.5,0
18,7,2227.7,2
66,5,698.68,1
154,2,622.85,0
29,2,402.2,1
70,1,310.62,1
14,2,411.41,1
120,3,1044.32,1
61,1,499.32,1
9,5,1502.7800000000002,2
92,2,193.64,1
59,4,1268.7,1
79,11,1545.24,2
26,6,1827.8,2
85,3,657.65,1
10,4,420.29999999999995,1
1,6,872.62,2
225,1,331.18,0
60,2,894.4100000000001,1
239,2,114.64999999999999,0
319,3,331.65,0
2,8,1661.44,2
45,6,853.89,2
88,1,96.6,1
176,1,305.75,0
52,7,1799.0,2
319,1,585.0,0
226,3,1056.6,0
234,1,409.40000000000003,0
311,1,154.41,0
37,5,1219.4,2
66,5,3396.46,2
239,2,429.6,0
113,2,612.06,1
277,1,197.0,0
299,1,321.05,0
2,4,1412.32,2
29,5,1087.44,1
10,3,796.84,1
45,7,1727.57,2
67,9,1774.29,2
74,1,316.68,1
65,2,631.57,1
134,3,2515.84,2
238,2,514.15,0
122,1,356.0,1
36,2,740.78,1
16,6,921.1,2
127,1,300.36,1
67,1,890.85,1
149,1,98.45,0
281,2,402.15,0
169,2,623.16,0
100,8,1840.77,2
135,1,254.82,0
324,1,178.95000000000002,0
107,1,156.51,1
64,1,393.74,1
151,2,1506.1200000000001,0
22,5,1717.36,2
24,1,408.8,1
16,9,2460.7799999999997,2
57,2,721.94,1
4,2,716.57,1
31,2,621.09,1
66,1,128.63,1
47,1,255.89999999999998,1
172,1,113.12,0
50,1,240.55,1
22,3,488.14,1
43,5,2306.52,2
29,4,944.46,1
201,1,178.39,0
44,10,3735.41,2
10,4,648.84,1
64,1,496.44,1
290,1,574.02,0
61,10,708.5,2
64,3,1174.35,1
96,1,205.3,1
271,2,318.67,0
75,5,928.6,1
110,1,52.0,1
199,1,327.97,0
64,3,589.46,1
327,1,165.0,0
4,1,312.62,1
284,1,204.5,0
44,1,267.13,1
49,4,2833.14,2
64,2,756.39,1
104,1,161.74,1
53,1,208.75,1
35,5,1093.9,1
32,2,714.96,1
208,1,1028.56,0
157,3,350.82,0
54,1,170.22,1
66,3,590.57,1
81,1,2020.52,1
116,2,420.41999999999996,1
87,1,364.5,1
1,5,651.3,1
35,2,419.39,1
72,1,158.04,1
158,2,463.90999999999997,0
12,10,2032.63,2
255,2,770.12,0
29,2,277.05,1
31,10,2718.03,2
40,1,427.93,1
241,2,333.95,0
96,2,913.19,1
26,9,3298.19,2
75,2,602.51,1
57,5,1887.49,2
21,1,446.94000000000005,1
144,1,1592.49,0
41,8,2411.55,2
137,1,2007.3999999999999,1
129,1,168.0,1
40,3,1221.56,1
9,6,1698.16,2
214,2,596.85,0
170,3,649.06,0
40,1,316.88,1
186,1,394.14,0
270,1,140.54,0
172,1,500.0,0
5,5,1555.33,2
16,2,231.86,1
10,4,2183.54,2
326,1,107.45,0
113,1,288.18,1
290,1,94.0,0
16,3,1351.43,1
1,3,815.77,1
92,6,765.7,1
149,2,626.77,0
189,1,349.1,0
18,4,594.8100000000001,1
34,4,1046.74,1
264,1,267.18,0
84,8,3450.84,2
26,5,1361.43,2
171,1,190.53,0
10,3,774.9000000000001,1
313,1,559.61,0
85,1,508.8,1
25,1,135.86,1
59,4,950.36,1
323,2,97.7,0
38,1,43.5,1
254,2,383.34,0
19,7,1421.56,2
33,3,1430.54,1
15,1,93.78,1
27,3,429.8,1
23,1,171.19,1
79,3,648.73,1
8,6,1085.48,2
22,1,149.29,1
12,3,1067.75,1
262,1,200.16,0
131,1,156.57999999999998,0
55,3,383.68,1
249,1,594.0,0
2,8,3238.34,2
9,2,1411.21,1
264,1,113.5,0
331,1,155.17,0
313,1,494.64,0
26,5,977.82,1
30,1,429.84,1
30,3,528.48,1
2,7,1371.77,2
283,3,434.59000000000003,0
262,1,237.07,0
25,1,161.64,1
94,3,234.6,1
29,1,126.14,1
85,1,334.53,1
9,4,537.88,1
35,5,496.56,1
43,4,572.6,1
2,1,454.48,1
113,1,371.56,1
14,10,2077.2,2
77,1,454.10999999999996,1
40,2,1399.92,1
116,1,905.5,1
161,4,225.26,0
1,5,3621.61,2
30,3,2564.5,2
93,1,91.32000000000001,1
23,4,1178.53,1
95,7,3109.33,2
28,2,659.4599999999999,1
33,7,1987.96,2
21,2,1280.58,1
18,3,1264.7,1
8,4,1131.56,1
81,1,52.83,1
53,7,3724.78,2
23,3,972.08,1
172,1,475.86,0
189,6,1000.27,0
331,1,250.0,0
12,5,900.53,1
156,2,121.0,0
45,3,62.43,1
233,1,267.03,0
2,1,343.5,1
33,2,397.99,1
84,1,412.01000000000005,1
25,1,440.0,1
2,4,749.27,1
33,2,148.44,1
19,10,2509.4900000000002,2
254,1,229.33,0
22,4,1497.31,2
8,2,1972.39,1
25,6,1628.58,2
19,5,868.22,1
173,7,579.4,0
163,1,110.92,0
7,1,538.46,1
11,1,213.3,1
114,1,85.13000000000001,1
288,1,127.86,0
9,11,3550.91,2
54,2,288.96999999999997,1
77,4,1718.96,2
4,4,575.63,1
37,1,436.06,1
217,1,90.12,0
60,1,428.93,1
278,1,217.2,0
24,1,279.77,1
29,1,468.91,1
12,5,878.4399999999999,1
9,7,1481.19,2
50,2,173.16,1
19,1,186.01,1
3,3,758.29,1
104,5,1375.71,2
12,4,650.4300000000001,1
5,7,2533.42,2
32,2,591.1899999999999,1
178,4,675.64,0
38,1,921.37,1
151,3,258.88,0
162,1,127.1,0
69,2,327.6,1
25,3,682.9100000000001,1
24,5,723.36,1
177,1,455.3,0
50,4,913.6800000000001,1
253,4,500.48,0
289,1,30.19,0
47,1,388.58,1
71,1,199.8,1
16,6,1776.03,2
101,9,1469.84,2
30,2,333.42,1
35,3,245.68,1
27,2,761.74,1
79,1,48.480000000000004,1
52,1,216.39,1
36,5,1198.23,2
57,11,3417.68,2
28,4,1093.68,1
183,2,326.93,0
52,1,112.46000000000001,1
36,2,195.15,1
33,5,806.6709999999999,1
11,1,336.40000000000003,1
50,6,1581.96,2
4,6,1427.29,2
141,1,301.03,0
117,4,588.13,1
100,8,1563.96,2
75,2,675.8,1
5,10,2874.84,2
45,3,1192.3,1
16,10,3423.31,2
17,1,243.55,1
90,2,724.76,1
53,1,223.36,1
301,1,94.0,0
134,1,425.32,0
105,4,1887.2,2
179,6,680.6,0
166,4,803.54,0
19,1,612.01,1
158,4,470.14000000000004,0
204,4,696.95,0
37,3,646.3,1
91,1,337.74,1
93,2,877.4399999999999,1
9,2,922.53,1
233,2,610.02,0
45,4,748.5,1
23,1,30.0,1
190,8,1089.3,2
44,1,306.45,1
317,2,309.8,0
106,1,138.14,1
51,2,414.23,1
168,2,2222.21,0
40,1,301.32,1
218,1,76.32000000000001,0
40,5,690.99,1
297,1,173.05,0
19,10,2678.77,2
88,4,2726.23,2
73,8,3149.18,2
81,3,323.69,1
9,5,3547.43,2
49,1,657.23,1
53,1,352.7,1
24,4,781.28,1
9,3,1333.68,1
18,6,1905.96,2
117,1,193.75,1
9,11,3004.7,2
120,2,254.1,1
4,2,239.76,1
252,1,136.8,0
28,1,191.04,1
267,2,409.98,0
18,1,309.65,1
172,3,729.33,0
2,4,1529.0,2
265,1,211.5,0
140,4,2293.62,2
201,1,143.1,0
60,7,1119.31,2
35,4,916.98,1
41,11,3269.77,2
284,1,133.25,0
9,5,1072.3600000000001,1
143,3,366.65,1
12,2,330.03000000000003,1
146,4,1101.1100000000001,1
234,1,150.3,0
24,1,598.73,1
12,1,471.40000000000003,1
36,6,2252.56,2
201,3,224.20000000000002,0
15,1,415.25,1
49,1,134.8,1
198,2,108.0,0
66,4,1133.38,1
212,2,294.12,0
283,1,162.3,0
115,2,1339.45,1
66,1,449.12,1
49,1,154.88,1
16,4,775.96,1
78,1,34.8,1
9,6,1117.94,2
134,2,210.79999999999998,1
13,3,946.64,1
40,1,144.36,1
3,9,2477.3,2
40,8,2635.05,2
305,1,79.2,0
51,4,461.47,1
1,8,2409.62,2
61,4,528.01,1
66,2,714.42,1
25,1,205.25,1
218,3,253.04,0
65,2,583.75,1
32,3,1125.17,1
81,10,3314.47,2
64,1,315.06,1
116,4,661.8299999999999,1
6,1,635.6800000000001,1
69,1,270.8,1
245,1,104.9,0
133,1,241.62,0
241,5,1072.61,0
184,3,475.28000000000003,0
25,4,357.36,1
10,4,2635.54,2
11,1,246.3,1
30,8,2354.19,2
26,3,933.26,1
10,1,218.75,1
44,3,1620.94,1
9,4,982.26,1
150,1,610.01,0
1,10,2753.56,2
113,4,2207.4,2
76,3,884.14,1
107,2,696.89,1
46,4,1085.71,1
143,3,1354.26,1
51,1,415.82000000000005,1
46,3,784.58,1
50,3,903.9,1
306,5,3661.4700000000003,2
36,6,632.33,1
79,7,1638.53,2
17,9,2265.92,2
107,5,1801.14,2
208,2,1303.9099999999999,0
3,6,2047.93,2
64,5,2100.6,2
49,4,1905.45,2
320,1,206.98,0
44,2,570.96,1
3,2,885.47,1
172,1,532.94,0
51,4,1659.26,2
99,2,636.14,1
29,2,604.3,1
58,4,848.64,1
254,1,836.79,0
70,6,2374.0,2
44,4,954.09,1
45,2,157.27,1
65,1,391.98,1
25,5,1076.24,1
59,3,365.46,1
64,6,1239.02,2
304,1,118.95000000000002,0
46,1,130.73999999999998,1
38,2,389.27,1
19,2,234.88,1
187,2,160.71,0
52,1,110.8,1
137,5,712.24,1
19,1,297.0,1
16,5,1427.57,2
41,8,965.16,2
12,9,3311.92,2
8,4,832.88,1
26,2,68.84,1
22,8,2102.86,2
41,3,895.13,1
101,1,211.89,1
277,2,149.64,0
33,1,351.44,1
15,2,316.25,1
2,3,542.83,1
312,8,564.54,0
199,5,537.36,0
2,2,396.48,1
93,3,379.35,1
60,1,181.09,1
80,2,195.35000000000002,1
157,2,420.07,0
227,1,511.68,0
253,2,258.25,0
150,1,179.17,0
194,2,208.59,0
1,6,1388.03,2
24,1,337.28,1
17,3,351.73,1
8,1,164.68,1
20,8,1613.59,2
4,3,882.72,1
174,1,191.94,0
1,8,1228.88,2
178,2,264.62,0
16,10,1539.71,2
248,1,123.1,0
191,2,334.23,0
20,2,525.69,1
154,4,167.5,0
173,1,323.03000000000003,0
194,1,207.15,0
67,1,426.63,1
4,11,2529.89,2
21,3,1107.46,1
239,2,416.86,0
64,1,145.35,1
112,5,404.58,1
311,2,39.8,0
134,1,337.44,0
277,1,325.1,0
83,1,1708.24,1
8,2,955.24,1
17,2,364.72,1
2,5,1804.96,2
1,3,746.87,1
34,4,781.91,1
15,10,1682.1299999999999,2
32,1,428.89,1
74,1,104.35,1
20,2,470.76,1
17,4,808.87,1
23,2,397.68,1
3,4,749.3,1
304,1,314.1,0
236,3,515.87,0
39,8,3454.75,2
84,1,371.01,1
165,2,427.64,0
17,2,1054.73,1
77,1,1098.78,1
89,3,2398.86,2
25,8,3408.48,2
22,4,1465.12,2
3,11,2801.33,2
123,3,1247.42,1
30,1,168.12,1
12,7,1432.77,2
19,1,156.78,1
44,2,792.11,1
4,1,41.989999999999995,1
9,10,2818.42,2
55,1,414.27,1
88,7,1048.48,2
37,6,3086.02,2
30,5,2735.37,2
12,4,578.71,1
211,1,101.4,0
48,4,1693.81,2
24,3,478.78,1
22,4,972.11,1
246,3,392.4,0
35,3,1415.29,1
36,4,656.08,1
4,4,719.4,1
3,10,1490.96,2
47,1,211.88,1
39,2,408.90000000000003,1
17,3,851.01,1
260,1,602.63,0
46,3,719.81,1
12,1,251.03,1
30,1,439.65999999999997,1
43,1,236.09,1
92,7,1017.12,2
310,1,331.24,0
92,2,547.9,1
196,3,437.7,0
87,2,758.92,1
270,3,855.02,0
8,4,489.23,1
65,3,1313.55,1
31,3,3166.4,2
22,7,1227.37,2
38,4,773.99,1
120,4,1340.7,1
86,3,269.19,1
40,3,1074.81,1
174,1,137.9,0
54,1,362.06,1
33,2,1511.95,1
145,1,783.9,0
221,1,134.8,0
45,1,650.75,1
4,10,2386.02,2
66,6,1453.16,2
269,1,29.95,0
10,4,1153.62,1
260,1,335.32,0
17,5,1521.04,2
22,2,852.15,1
45,1,326.24,1
288,1,584.3199999999999,0
292,2,150.45,0
3,11,2295.93,2
284,1,79.2,0
17,3,1352.0,1
82,3,257.72,1
56,5,2799.42,2
101,2,1317.62,1
299,1,436.18,0
23,5,981.51,1
59,6,1123.47,2
155,2,315.06,0
99,5,856.36,1
107,1,17.0,1
12,6,1114.63,2
264,1,320.62,0
240,1,185.04999999999998,0
88,7,2005.63,2
50,3,731.9,1
9,3,1335.44,1
42,3,1842.14,2
7,6,1429.64,2
62,1,298.21,1
249,1,336.96,0
66,1,108.38,1
18,7,3204.1600000000003,2
85,2,868.9,1
219,2,611.88,0
45,3,1320.95,1
143,4,195.73999999999998,1
183,1,161.38,0
171,1,135.75000000000003,0
10,8,1660.8799999999999,2
206,2,632.68,0
190,1,232.21,0
8,2,423.36,1
59,5,1324.14,2
57,2,854.66,1
73,4,684.4200000000001,1
52,1,307.78,1
316,2,310.85,0
39,1,656.25,1
18,5,1880.22,2
52,6,3506.54,2
22,3,632.49,1
263,1,517.55,0
60,3,709.38,1
19,3,635.41,1
53,4,746.59,1
88,1,620.4,1
250,1,535.34,0
3,7,2430.04,2
247,1,175.2,0
157,3,734.13,0
134,1,375.0,0
296,1,76.32000000000001,0
5,2,280.52,1
39,10,2199.97,2
269,1,1829.04,0
50,5,1824.23,2
16,4,669.14,1
282,1,348.2,0
64,4,1041.43,1
252,1,37.4,0
225,3,1271.6000000000001,0
17,4,842.4300000000001,1
8,4,1822.97,2
51,7,1889.6799999999998,2
59,1,73.2,1
95,5,1140.21,1
16,7,1430.07,2
126,3,1009.5500000000001,1
94,4,1037.59,1
50,1,331.95,1
138,1,197.9,0
61,1,215.83,1
73,1,305.54,1
67,1,338.71000000000004,1
64,7,1162.04,2
17,2,529.41,1
45,4,981.86,1
16,2,215.48,1
40,1,215.08,1
237,1,314.45,0
75,1,400.68100000000004,1
4,2,1068.8700000000001,1
3,5,1905.42,2
59,5,596.65,1
23,1,384.18,1
31,4,757.63,1
55,4,537.0600000000001,1
25,1,394.38,1
45,2,664.26,1
89,5,2262.62,2
81,2,551.27,1
19,3,699.49,1
79,1,159.0,1
171,3,1062.75,0
81,1,242.35,1
267,1,914.9300000000001,0
235,4,349.11,0
30,8,3114.49,2
37,3,860.86,1
318,1,773.5500000000001,0
57,4,1295.3,1
45,5,1096.32,1
203,3,255.12,0
219,2,320.12,0
87,2,1010.6,1
190,2,542.03,0
33,5,998.53,1
71,5,651.23,1
41,6,876.21,2
78,1,432.2,1
57,3,455.5,1
8,5,3743.79,2
8,8,3584.81,2
34,2,409.1,1
212,2,1522.75,0
24,5,1474.96,2
170,1,114.56,0
62,1,152.94,1
53,5,1800.07,2
261,2,389.44,0
32,3,3702.1,2
17,10,2630.52,2
258,2,772.23,0
177,1,46.95,0
51,1,1035.45,1
17,4,728.54,1
74,7,861.89,2
71,2,667.65,1
3,6,1410.5900000000001,2
117,1,411.7,1
197,1,559.87,0
177,1,810.6000000000001,0
23,3,594.93,1
21,4,1515.68,2
72,1,2062.06,1
6,7,1610.11,2
31,2,812.68,1
170,1,142.5,0
117,2,323.59999999999997,1
10,4,1328.55,1
213,4,328.4,0
23,3,598.2,1
108,2,253.62,1
139,1,361.21999999999997,0
214,9,662.27,2
38,4,2560.0,2
92,3,726.47,1
18,2,616.26,1
3,2,274.15000000000003,1
331,1,226.37,0
120,3,1341.65,1
35,1,328.15,1
218,1,404.40000000000003,0
172,2,1038.46,0
72,7,516.6,2
1,2,326.75,1
196,1,207.50000000000003,0
128,3,408.59000000000003,1
44,5,677.94,1
18,4,261.61,1
28,8,1592.8,2
37,1,151.05,1
157,1,214.79999999999998,0
284,1,94.05,0
107,1,534.31,1
25,6,1984.3600000000001,2
75,4,322.41,1
16,2,328.58,1
158,1,101.10000000000001,0
44,1,565.46,1
11,2,847.45,1
32,7,1415.65,2
291,1,53.5,0
21,5,1132.47,2
18,2,494.44,1
63,2,395.8,1
198,4,213.22,0
33,3,658.88,1
1,5,2030.05,2
5,8,3551.25,2
10,4,891.21,1
32,9,792.69,2
53,1,109.36000000000001,1
12,2,705.79,1
18,9,1540.42,2
19,1,327.3,1
37,2,800.67,1
2,2,479.91,1
18,3,1545.41,1
82,4,1301.91,1
33,2,355.73,1
66,2,466.73,1
9,3,984.45,1
267,1,676.2,0
247,3,362.95,0
4,5,2182.9,2
61,1,1743.1499999999999,1
75,2,643.76,1
90,2,584.5,1
60,3,554.86,1
29,2,302.57,1
323,1,94.36,0
53,5,1401.87,2
270,1,217.89,0
50,9,1698.62,2
61,5,1482.06,2
145,4,1780.45,2
19,2,408.02,1
95,1,303.93,1
265,2,293.45,0
302,2,193.95,0
70,1,443.05,1
302,2,167.25,0
19,1,154.35,1
13,10,2079.68,2
36,5,2022.98,2
19,2,211.7,1
54,1,135.99,1
57,1,262.2,1
22,2,126.25,1
44,1,200.27,1
27,4,1075.81,1
45,3,631.12,1
113,7,971.46,2
25,1,346.12,1
191,2,184.56,0
302,1,302.7,0
2,10,1863.76,2
263,2,241.06,0
81,1,2.95,1
106,1,284.55,1
57,1,300.85,1
213,3,623.28,0
64,1,287.4,1
28,1,184.26,1
29,7,1511.8,2
6,5,798.35,1
8,5,3640.67,2
67,2,381.2,1
2,3,609.3,1
46,5,670.57,1
34,1,230.51,1
136,1,255.91,0
198,1,182.99,0
191,3,740.69,0
150,1,311.92,0
88,1,266.97,1
45,3,21.950000000000003,1
64,7,1841.18,2
99,5,2158.18,2
218,1,208.36,0
28,3,811.23,1
178,1,142.92,0
64,4,170.0,1
21,7,1461.1,2
20,3,1298.66,1
34,7,1595.96,2
74,1,74.9,1
24,4,625.42,1
52,5,757.72,1
275,1,223.95000000000002,0
165,4,317.36,0
7,11,1870.68,2
88,4,544.3,1
64,7,2494.46,2
25,3,331.0,1
10,2,300.83,1
76,1,769.29,1
16,1,220.62,1
192,1,139.35,0
174,3,429.2,0
77,1,363.65,1
33,4,505.4,1
47,1,731.5,1
73,6,1373.6,2
297,1,826.53,0
3,3,648.26,1
9,4,1636.82,2
