recency,frequency,monetary,customersegment
4,21,4283.29,6
24,7,1382.88,2
4,22,10911.61,6
22,2,681.41,1
45,9,2182.88,2
36,1,612.72,1
23,13,6852.61,6
15,5,1156.6,2
218,1,67.95,0
178,2,1566.28,0
4,2,353.65,1
85,2,152.06,1
191,2,617.05,0
218,6,663.62,0
41,2,920.1,1
192,1,139.35,0
24,3,692.22,1
33,1,45.599999999999994,1
59,3,365.46,1
3,8,1481.32,2
139,2,550.01,1
17,5,1960.65,2
86,3,1244.13,1
60,3,195.87,1
12,4,578.71,1
8,15,1512.11,5
281,1,222.99,0
299,1,436.18,0
66,5,698.68,1
19,3,347.08,1
255,2,770.12,0
246,1,310.05,0
5,3,693.95,1
117,4,588.13,1
2,4,749.27,1
51,2,123.8,1
101,9,1469.84,2
64,9,2407.29,2
85,6,1655.43,2
93,2,128.5,1
1,5,2030.05,2
26,1,98.42,1
33,2,659.4100000000001,1
16,9,2460.7799999999997,2
43,2,257.67,1
69,2,327.6,1
261,3,514.85,0
192,1,457.34,0
290,2,323.35,0
4,14,3044.17,5
29,3,917.07,1
75,1,420.5,1
317,2,309.8,0
46,5,2676.66,2
47,9,2979.23,2
218,3,253.04,0
54,1,546.81,1
81,1,4366.78,4
18,6,3789.52,4
140,1,149.48,0
52,1,216.39,1
19,4,870.09,1
86,3,269.19,1
58,11,6098.04,4
74,3,572.4,1
117,2,348.91,1
149,1,309.4,0
17,3,1352.0,1
212,1,738.6,0
45,3,1320.95,1
31,4,639.02,1
189,2,506.8,0
74,2,245.94,1
9,29,8194.02,6
107,5,1801.14,2
41,15,3633.05,5
252,1,136.8,0
112,3,270.40000000000003,1
16,10,2105.61,2
134,3,1390.5,1
2,5,1635.02,2
128,6,3344.64,2
1,31,5613.1900000000005,6
270,1,217.89,0
75,4,322.41,1
64,1,393.74,1
32,3,2195.1,2
9,2,172.02,1
9,2,375.35,1
3,5,3095.99,2
170,1,330.11,0
16,19,11464.05,6
57,9,2580.91,2
24,1,184.4,1
8,5,3743.79,2
21,12,4094.02,6
18,1,309.65,1
23,4,1215.24,1
278,1,217.2,0
79,2,254.18,1
61,1,499.32,1
2,10,1863.76,2
22,1,209.49,1
15,4,1504.27,2
44,2,348.1,1
39,8,7330.8,4
51,1,415.8200000000001,1
44,5,1539.17,2
9,16,12815.4,6
108,6,2058.68,2
9,5,1624.05,2
6,12,5140.66,6
327,2,599.97,0
64,2,590.9300000000001,1
3,2,399.19,1
32,12,3523.06,5
138,1,147.12,0
243,2,1370.17,0
14,10,2077.2,2
3,4,664.34,1
32,3,1077.8,1
1,27,8158.47,6
320,1,2661.24,0
5,10,7180.93,4
45,3,631.12,1
53,1,150.23000000000002,1
109,2,608.7900000000001,1
291,3,962.07,0
13,6,908.86,2
187,1,59.5,0
78,4,819.2900000000001,1
29,1,288.14,1
9,2,676.99,1
177,1,810.6000000000001,0
24,18,6282.22,6
1,4,862.81,1
45,1,326.24,1
262,1,77.3,0
5,8,3551.25,2
64,2,394.14,1
53,2,7056.679999999999,4
16,5,1724.85,2
288,3,702.0,0
84,8,3450.84,2
18,5,977.93,1
29,5,928.76,1
12,22,4119.62,6
122,3,798.46,1
10,13,4702.92,6
39,2,408.9,1
4,12,4056.04,6
2,1,454.48,1
9,7,1017.21,2
2,15,5233.92,6
45,4,593.87,1
1,21,28710.28,6
16,12,3115.37,5
108,1,241.09,1
192,1,228.8,0
41,6,876.21,2
39,2,192.72,1
234,4,2097.39,0
46,1,130.73999999999998,1
2,81,28746.67,6
28,13,2764.18,5
165,2,427.64,0
21,4,1515.68,2
45,2,157.27,1
156,2,121.0,0
7,16,2514.59,5
260,1,602.63,0
9,15,9720.28,6
318,1,773.5500000000001,0
3,46,93999.38,6
233,1,267.03,0
30,5,3080.39,2
59,2,376.64,1
82,4,1301.91,1
33,1,134.46,1
25,3,331.0,1
261,1,775.85,0
1,18,5944.29,6
213,2,977.77,0
5,8,3054.55,2
121,6,880.86,2
37,6,956.62,2
23,9,2442.02,2
2,26,5756.26,6
23,1,30.0,1
301,1,530.15,0
246,1,487.51,0
4,17,12495.48,6
154,3,632.4,0
141,2,160.35000000000002,0
10,12,2870.22,5
88,4,544.3,1
31,13,6914.74,6
24,2,2004.3,1
52,1,112.46,1
96,2,572.2,1
94,2,826.88,1
2,2,965.88,1
323,2,280.46999999999997,0
316,1,1308.48,0
50,1,157.05,1
96,6,3185.64,2
33,2,2003.85,1
3,118,60202.03,6
4,7,1411.27,2
191,2,184.56,0
88,1,96.6,1
87,1,621.66,1
7,7,1238.75,2
4,1,41.989999999999995,1
11,5,720.63,1
240,2,403.88,0
85,1,655.75,1
38,14,2370.37,5
19,5,868.22,1
3,18,3482.74,5
78,4,421.7,1
22,4,1465.12,2
8,8,3407.71,2
66,1,406.53,1
320,1,265.85,0
201,1,860.12,0
202,1,257.7,0
4,3,240.6,1
2,9,970.92,2
61,2,637.5,1
10,2,300.83,1
5,26,4137.53,6
254,2,316.25,0
22,3,488.14,1
43,6,2707.33,2
114,2,932.97,1
45,5,5203.51,4
12,5,878.4399999999999,1
50,1,214.32,1
24,2,148.86,1
78,8,2749.97,2
77,1,114.18,1
65,3,414.04,1
3,27,8814.41,6
63,2,263.21000000000004,1
170,1,237.61,0
263,1,517.55,0
3,3,459.58,1
108,2,253.62,1
23,8,1344.51,2
169,1,158.85,0
60,8,1522.46,2
30,1,106.1,1
266,1,118.75,0
44,5,1456.44,2
6,5,1747.66,2
69,1,213.5,1
11,2,173.45,1
33,1,6207.67,4
41,2,856.84,1
147,1,180.42,0
24,2,562.41,1
2,12,3591.93,5
10,4,2635.54,2
25,4,834.57,1
35,2,285.89,1
25,1,308.48,1
261,2,389.44,0
21,5,2598.02,2
172,2,333.45,0
44,4,3249.7200000000003,2
15,2,628.78,1
21,4,1423.7,2
136,3,1269.84,1
8,9,3957.78,4
53,4,746.59,1
37,6,3086.02,2
24,4,724.4599999999999,1
315,2,1628.12,0
64,1,256.38,1
96,3,2651.46,2
24,4,1352.88,1
192,3,294.41,0
68,5,668.12,1
306,1,131.9,0
282,2,419.7,0
29,2,621.75,1
2,10,4122.24,4
214,1,92.72,0
21,2,230.22,1
146,4,1101.11,1
107,9,2204.38,2
67,1,338.71000000000004,1
9,6,1180.43,2
137,5,601.05,1
71,2,190.25,1
107,1,534.31,1
9,6,621.6800000000001,1
93,3,1140.93,1
152,1,164.22,0
30,1,76.8,1
179,4,1384.17,0
219,2,320.12,0
117,2,517.09,1
1,7,13375.87,4
130,3,329.6,1
117,1,193.75,1
1,248,154963.61000000002,6
29,8,2259.38,2
18,7,2298.93,2
87,4,2106.84,2
71,7,2210.65,2
104,5,1375.71,2
66,9,1723.76,2
13,9,1476.09,2
183,2,326.93,0
77,1,795.12,1
81,1,242.35,1
26,3,933.26,1
264,11,3810.15,4
206,10,3248.7799999999997,2
82,1,115.46,1
129,1,118.67,1
31,1,481.75,1
23,4,2709.12,2
16,17,21437.9,6
17,6,2560.39,2
11,12,2589.24,5
65,1,328.65,1
7,24,2301.36,5
50,4,1774.03,2
65,1,508.58,1
233,2,150.95,0
12,2,114.34,1
3,13,5297.88,6
19,3,699.49,1
143,3,1354.26,1
64,7,1162.04,2
20,3,1207.24,1
29,7,2272.4,2
302,8,764.22,0
4,4,695.0699999999999,1
166,2,228.2,0
12,1,471.4,1
25,1,135.86,1
25,1,285.67,1
23,12,3056.13,5
44,4,954.09,1
25,1,394.38,1
109,9,2331.69,2
17,3,851.01,1
52,1,38.45,1
42,10,3437.75,2
29,1,139.10000000000002,1
171,2,391.88,0
10,7,2856.87,2
50,11,3447.4,2
31,7,1368.12,2
90,3,3756.33,2
25,4,882.51,1
9,3,999.53,1
124,2,462.66,1
19,4,885.8,1
16,7,1430.07,2
50,2,445.7,1
35,1,71.66,1
7,7,3515.68,2
31,10,4191.42,4
29,4,741.37,1
205,2,468.77,0
22,3,3549.85,2
127,2,730.86,1
103,4,417.06,1
22,1,177.31,1
96,6,3124.4700000000003,2
190,1,455.25,0
1,13,3030.67,5
109,2,167.61,1
33,1,35.400000000000006,1
4,4,653.19,1
43,2,557.61,1
4,4,1785.15,2
30,3,2564.5,2
17,1,199.48,1
36,2,517.36,1
134,1,425.32,0
56,3,1596.12,1
16,1,122.64,1
58,2,3159.02,2
310,1,334.4,0
23,6,1749.54,2
31,2,404.6,1
72,4,670.53,1
128,3,408.59,1
313,2,385.05,0
8,2,221.27,1
2,4,1412.32,2
30,1,429.84,1
124,2,260.25,1
3,4,501.28,1
236,1,151.85,0
195,1,582.73,0
107,1,156.51,1
313,1,494.64,0
280,1,96.8,0
191,3,740.69,0
115,6,986.38,2
10,4,1621.73,2
271,1,285.33,0
3,13,1762.55,5
57,2,225.85,1
30,5,1133.4,2
33,1,712.78,1
107,3,1314.45,1
147,3,483.73,0
31,7,803.0799999999999,2
46,3,719.81,1
172,1,500.0,0
319,1,480.91,0
52,5,1253.36,2
64,1,174.37,1
12,6,1400.34,2
152,1,232.6,0
20,24,7764.219999999999,6
135,4,657.9000000000001,1
51,4,461.47,1
301,3,307.44,0
8,55,201459.41,6
17,4,808.87,1
23,1,223.85,1
7,1,204.0,1
3,22,7711.89,6
127,1,205.1,1
4,5,220.1,1
144,6,2739.27,2
12,20,4841.83,6
39,1,214.9,1
17,17,9026.01,6
166,4,803.54,0
42,5,2152.73,2
109,2,530.18,1
40,1,301.32,1
185,2,152.4,0
128,1,594.0,1
127,2,317.2,1
19,1,430.48,1
24,5,1474.96,2
74,1,512.31,1
66,5,3396.46,2
102,1,125.92,1
71,1,216.85,1
156,1,781.03,0
87,1,112.07999999999998,1
276,1,298.0,0
49,5,1760.87,2
179,6,680.6,0
151,4,3880.33,4
31,1,1764.72,1
59,1,172.25,1
30,3,528.48,1
43,5,5059.32,4
18,6,2022.81,2
31,2,621.09,1
32,5,1477.66,2
239,1,1143.6,0
218,1,404.4,0
37,2,250.61,1
173,1,187.05,0
84,2,380.64,1
31,7,1008.53,2
25,4,867.38,1
4,31,67415.04,6
51,4,3541.94,2
30,16,2809.5,5
15,9,5535.96,4
40,15,3284.4,5
282,1,76.1,0
6,5,1392.74,2
24,3,1174.58,1
207,3,612.47,0
9,15,3853.85,6
4,7,739.3,2
23,2,397.68,1
19,1,43.2,1
4,5,1261.84,2
61,3,3312.25,2
248,2,362.1,0
23,3,662.96,1
86,1,117.24,1
57,3,455.5,1
25,1,300.34,1
61,1,360.16,1
116,1,234.17,1
96,2,678.16,1
219,2,252.06,0
268,1,62.85,0
35,4,689.0,1
73,6,1549.08,2
23,8,3075.04,2
318,1,120.95,0
96,6,2467.44,2
61,10,708.5,2
2,13,1870.84,5
50,2,134.7,1
9,7,1327.21,2
10,18,2088.09,5
2,49,20871.78,6
8,4,1366.38,1
2,43,6127.08,6
25,3,2338.6000000000004,2
85,5,554.41,1
50,9,1698.62,2
32,4,2118.03,2
31,1,71.0,1
8,8,3584.81,2
197,1,271.85,0
92,2,193.64,1
4,16,3653.75,5
139,5,2968.75,2
7,4,582.1,1
59,8,1453.35,2
72,4,2232.49,2
19,22,7705.58,6
187,2,272.48,0
46,1,656.63,1
11,12,7082.78,6
88,7,2005.63,2
7,11,1870.68,2
1,5,2056.89,2
239,2,312.23,0
232,1,180.1,0
82,3,348.71000000000004,1
5,2,271.19,1
2,31,8132.57,6
261,1,396.87,0
185,2,154.82999999999998,0
282,2,110.38,0
9,7,1051.58,2
246,3,478.73,0
114,6,1608.21,2
1,52,64270.12,6
20,9,4197.12,4
277,2,444.73,0
96,2,318.76,1
69,1,270.8,1
64,4,3189.81,2
38,7,6880.88,4
123,3,1247.42,1
122,5,1731.59,2
14,2,523.11,1
309,1,153.94,0
45,6,853.89,2
36,3,343.45,1
23,11,5585.28,4
47,2,144.0,1
262,1,207.8,0
55,2,642.77,1
47,2,172.79,1
267,3,1482.6,0
25,4,1345.64,1
26,3,378.89,1
85,2,637.79,1
236,4,932.85,0
64,4,820.23,1
1,26,15743.44,6
123,4,1292.75,1
32,3,869.28,1
9,5,3547.43,2
208,1,63.440000000000005,0
92,2,437.6,1
80,1,549.84,1
50,1,230.5,1
185,5,543.67,0
18,7,1171.26,2
1,6,1810.96,2
158,2,463.91,0
276,1,380.5,0
247,1,206.21,0
12,2,386.69,1
9,7,979.72,2
23,2,184.19,1
5,10,2142.99,2
9,2,922.53,1
25,2,550.06,1
59,6,1123.47,2
67,2,269.91999999999996,1
85,5,769.35,1
6,4,594.52,1
15,1,256.11,1
11,13,3381.17,5
312,1,178.22,0
147,1,1220.77,0
82,3,3502.32,2
16,8,2190.31,2
18,4,1352.75,1
192,4,517.53,0
185,7,708.66,2
275,1,660.0,0
201,3,224.2,0
19,1,297.0,1
78,4,1259.56,1
43,1,193.44,1
254,2,248.01,0
4,11,2091.55,2
40,1,243.94,1
5,14,3032.05,5
218,1,76.32000000000001,0
213,3,623.28,0
27,7,1178.23,2
22,28,7956.8,6
175,2,340.93,0
180,1,236.26,0
277,1,162.7,0
81,1,358.0,1
64,7,2494.46,2
103,4,762.16,1
144,5,2825.95,2
9,14,2641.66,5
40,8,2635.05,2
141,5,607.57,1
57,1,243.84,1
173,2,402.93,0
207,1,463.38,0
185,1,320.58000000000004,0
8,6,1271.06,2
280,1,164.4,0
3,86,9304.57,6
18,2,63.45,1
9,8,4485.72,4
311,1,113.64,0
72,4,492.28,1
3,25,5447.72,6
284,1,79.2,0
45,3,335.03,1
149,2,653.3,0
165,4,209.4,0
73,4,891.12,1
100,12,3119.07,5
15,2,467.04,1
21,2,1280.58,1
57,2,245.81,1
9,3,587.4,1
127,1,62.63999999999999,1
10,3,1298.66,1
2,169,41170.63,6
312,2,538.8100000000001,0
249,1,304.25,0
92,3,1255.0,1
4,60,67388.7,6
1,35,7436.93,6
5,11,2067.88,2
265,1,138.68,0
19,10,2678.77,2
71,1,199.8,1
93,1,416.9,1
303,1,330.79,0
29,5,681.9100000000001,1
253,1,85.0,0
19,2,408.02,1
239,1,486.1,0
31,6,3469.78,2
35,8,3192.58,2
269,2,312.73,0
81,1,2.95,1
26,3,808.44,1
297,5,579.8000000000001,0
24,1,366.85,1
12,2,461.19,1
274,2,262.62,0
114,4,825.02,1
42,3,398.3,1
149,1,98.45,0
32,9,792.69,2
16,15,1627.09,5
79,1,48.48,1
41,8,2411.55,2
32,18,3395.98,5
282,1,374.0,0
15,5,1041.68,1
64,2,478.95,1
39,2,692.19,1
13,10,1931.47,2
1,10,2753.56,2
248,1,123.1,0
4,8,4313.56,4
17,3,245.7,1
68,1,1071.03,1
60,3,84.65,1
12,5,943.23,1
29,1,126.14,1
9,9,8156.62,4
4,12,2969.12,5
15,6,1553.43,2
70,6,2374.0,2
4,55,54839.54,6
79,3,594.04,1
107,5,428.18,1
4,15,2799.19,5
4,3,975.06,1
71,3,459.24,1
40,3,544.18,1
43,13,2438.2000000000003,5
262,1,215.05,0
9,14,2383.93,5
267,1,177.15,0
219,2,611.88,0
26,5,1358.74,2
41,11,3269.77,2
43,7,1280.85,2
183,3,740.95,0
16,6,1861.34,2
24,3,478.78,1
22,2,169.55,1
2,76,280923.02,6
36,2,378.2,1
31,1,176.55,1
19,5,1151.43,2
9,4,568.29,1
219,2,638.35,0
130,5,620.9399999999999,1
145,1,152.68,0
17,1,162.78,1
317,1,452.85,0
281,1,225.9,0
98,1,363.79,1
241,1,350.75,0
169,3,882.45,0
290,1,220.1,0
20,8,1613.59,2
15,5,764.88,1
25,4,1109.33,1
27,6,1352.99,2
40,4,690.0,1
24,2,596.1,1
82,4,1318.24,1
1,23,2669.24,5
189,1,349.1,0
1,118,61981.31,6
16,2,454.86,1
38,1,921.37,1
5,6,1886.66,2
32,15,6719.56,6
143,1,112.35,0
21,13,3219.77,5
21,2,193.82,1
76,2,309.04,1
42,13,17668.66,6
7,6,793.9,2
28,3,1692.27,1
31,4,757.63,1
220,2,312.78000000000003,0
31,27,10894.1,6
4,5,1046.62,1
127,5,748.4399999999999,1
93,1,443.0,1
16,6,1898.88,2
174,1,137.9,0
4,10,1951.97,2
3,6,1250.98,2
9,10,12689.88,4
296,1,76.32000000000001,0
10,6,3005.95,2
26,6,2862.11,2
9,11,3611.31,2
93,1,91.32,1
55,1,1271.57,1
78,1,432.2,1
155,1,63.75,0
75,2,602.51,1
3,2,482.21,1
8,18,5075.89,6
44,5,677.94,1
170,1,179.93,0
12,22,4572.9400000000005,6
9,2,325.14,1
169,2,623.16,0
26,5,1201.51,2
29,1,363.2,1
31,12,3174.23,5
10,5,2874.72,2
77,1,454.11,1
60,4,2404.17,2
5,4,2166.63,2
276,1,108.5,0
18,5,854.47,1
11,2,757.37,1
131,3,675.6,1
18,5,1515.9,2
247,1,228.84,0
72,2,518.28,1
2,3,501.25,1
312,8,564.54,0
2,34,18708.34,6
72,1,2062.06,1
9,8,1086.07,2
22,3,632.49,1
5,2,694.05,1
8,7,2667.35,2
33,8,4573.77,4
59,8,3760.95,2
218,1,59.9,0
32,12,7171.1,6
22,4,1543.03,2
287,1,189.9,0
43,2,324.24,1
81,10,3314.47,2
32,2,714.96,1
165,2,379.65,0
1,63,37954.83,6
29,4,524.25,1
178,2,833.78,0
284,1,176.5,0
282,2,160.67,0
5,4,781.78,1
8,4,1822.97,2
14,3,541.46,1
2,23,8176.29,6
22,4,972.11,1
8,6,1085.48,2
15,1,316.5,1
138,2,145.79,0
1,5,3621.61,2
122,6,723.69,1
24,2,384.39,1
138,1,449.73,0
40,1,316.88,1
25,11,2102.54,2
200,2,163.20000000000002,0
144,1,1592.49,0
4,6,813.52,2
77,1,1098.78,1
11,2,259.05,1
171,1,135.75000000000003,0
16,2,388.52,1
107,1,335.52,1
52,5,1624.14,2
4,3,882.72,1
250,1,183.4,0
1,6,1251.8,2
74,2,517.13,1
95,4,1201.06,1
158,4,470.14,0
18,2,365.76,1
311,8,391.34,0
262,2,605.58,0
15,1,738.96,1
25,2,215.08,1
17,9,2564.96,2
117,1,411.7,1
194,2,865.6,0
10,4,1474.39,2
4,13,5696.65,6
9,11,3550.91,2
49,4,1905.45,2
5,10,2320.81,2
50,4,913.68,1
6,27,8867.61,6
311,1,1063.0,0
10,2,137.0,1
15,8,1786.72,2
9,12,2603.33,5
2,2,396.48,1
16,7,4892.240000000001,4
267,1,183.6,0
85,1,508.8,1
28,8,1592.8,2
26,1,261.9,1
81,2,784.4,1
22,2,268.05,1
214,2,596.85,0
73,4,684.4200000000001,1
213,4,328.4,0
76,3,884.14,1
11,2,222.4,1
239,2,429.6,0
23,17,4594.33,6
40,2,519.61,1
219,2,495.77,0
54,1,723.38,1
11,4,1258.08,1
40,5,690.99,1
40,2,276.06,1
3,6,3543.26,2
74,2,551.04,1
241,2,333.95,0
99,5,856.36,1
4,1,120.03,1
176,9,1196.34,2
22,3,617.15,1
57,5,1887.49,2
233,1,307.46,0
11,6,1362.21,2
28,3,811.23,1
11,28,3804.6,6
19,2,1231.5,1
12,4,808.94,1
156,1,39.239999999999995,0
9,2,1411.21,1
40,8,2228.51,2
214,1,2044.37,0
188,2,263.33,0
16,4,669.14,1
68,4,1592.06,2
68,2,853.39,1
12,13,5139.99,6
53,7,3724.78,2
165,1,163.29999999999998,0
312,1,214.37,0
1,33,17435.25,6
120,2,712.29,1
126,3,1009.55,1
173,8,2676.55,2
186,1,103.25,0
88,1,309.05,1
170,2,414.87,0
173,3,720.52,0
53,1,352.7,1
7,6,2050.08,2
64,1,145.35,1
213,5,897.56,0
81,1,52.83,1
10,3,463.66,1
50,1,155.37,1
93,2,877.4399999999999,1
8,6,2099.62,2
58,3,409.8,1
292,2,150.45,0
17,1,243.55,1
51,7,902.43,2
73,3,470.12,1
262,1,237.07,0
44,1,267.13,1
86,3,356.13,1
25,4,703.47,1
92,1,296.64,1
107,2,696.89,1
235,2,121.7,0
39,2,578.9399999999999,1
2,3,542.83,1
131,1,1089.18,1
93,1,121.74,1
106,1,343.36,1
86,4,656.84,1
155,2,187.29,0
219,1,179.0,0
33,6,4174.38,4
44,3,368.14,1
59,1,73.2,1
29,17,4041.9,6
160,1,99.14,0
47,3,380.02,1
46,1,157.62,1
21,39,1296.44,5
89,1,305.62,1
200,1,339.59999999999997,0
149,2,2209.85,2
16,9,1111.43,2
24,2,281.85,1
22,5,593.27,1
100,8,1563.96,2
136,1,255.91,0
173,1,170.04,0
266,1,234.24,0
75,2,1000.39,1
10,1,201.78,1
16,2,231.86,1
36,11,3466.67,2
10,8,1212.05,2
10,4,420.2999999999999,1
19,1,307.09,1
232,1,1079.4,0
11,7,2599.03,2
169,5,413.6,0
22,3,918.33,1
5,3,681.8000000000001,1
325,1,76.32000000000001,0
107,5,1442.43,2
129,1,275.88,1
28,4,1991.01,2
73,5,1674.69,2
51,6,3112.17,2
25,3,647.56,1
46,1,422.58,1
43,6,950.86,2
46,2,1312.14,1
21,7,1461.1,2
106,1,231.1,1
312,2,373.35,0
35,3,1097.98,1
4,14,4062.98,6
9,3,1335.44,1
219,4,1379.06,0
159,3,367.63,0
22,5,7284.2,4
178,4,675.64,0
5,5,1987.33,2
39,10,2199.97,2
217,1,90.12,0
2,8,1661.44,2
7,7,2403.64,2
97,1,316.62,1
3,9,2967.54,2
18,3,6748.8,4
284,1,94.05,0
16,2,250.15,1
187,1,124.57,0
11,3,797.96,1
79,5,1602.02,2
29,1,197.64,1
15,1,125.22,1
30,1,439.66,1
18,4,2020.4,2
74,2,437.96,1
37,1,754.64,1
5,4,1031.41,1
17,3,432.57,1
39,12,2409.88,5
172,3,729.33,0
60,1,181.09,1
92,3,711.41,1
1,9,2085.08,2
311,3,587.21,0
150,1,610.01,0
85,2,389.17,1
177,1,302.46000000000004,0
60,1,428.93,1
38,1,113.48000000000002,1
22,2,287.59,1
140,4,2293.62,2
19,4,791.33,1
319,1,207.73,0
8,16,3352.96,5
15,9,918.6,2
81,1,75.75,1
78,3,1096.14,1
53,2,1992.11,1
117,1,508.4599999999999,1
277,1,197.0,0
45,5,1096.32,1
3,17,3719.1,5
9,2,1123.34,1
199,1,135.93,0
61,1,104.82,1
29,5,1428.02,2
255,1,277.07,0
59,4,2877.94,2
58,6,782.3000000000001,1
2,5,1070.71,1
26,1,152.95,1
10,1,329.85,1
25,4,357.36,1
16,6,2780.66,2
6,1,486.22,1
25,3,762.4300000000001,1
12,3,621.09,1
9,4,3750.4,2
5,2,640.83,1
79,5,1351.6,2
23,3,536.99,1
5,19,6683.46,6
60,2,643.9,1
3,16,3567.13,5
204,1,59.8,0
88,4,2726.23,2
155,1,1837.92,0
212,3,816.73,0
64,2,374.7,1
5,5,2483.63,2
64,1,600.39,1
13,8,1916.92,2
1,3,1316.66,1
45,2,664.26,1
84,1,419.58,1
22,7,1227.37,2
48,4,1693.81,2
32,8,2052.21,2
4,1,329.36,1
45,1,650.75,1
116,3,543.05,1
44,2,778.0,1
157,3,350.82,0
26,6,1827.8,2
216,3,1097.62,0
114,1,85.13000000000001,1
9,2,305.19,1
41,8,1337.18,2
267,13,7923.47,6
74,2,605.12,1
196,3,437.7,0
5,5,1028.0,1
30,9,1486.46,2
71,3,498.95,1
33,4,505.4,1
9,9,4423.1,4
80,1,768.24,1
320,1,200.1,0
51,1,298.4,1
11,1,389.72,1
66,2,302.96999999999997,1
3,1,172.06,1
11,19,3950.85,6
61,3,427.74,1
134,4,1351.56,1
58,1,674.68,1
313,1,559.61,0
217,2,309.36,0
60,1,397.12,1
52,8,2358.5,2
313,2,580.0500000000001,0
144,11,1800.69,2
33,5,1698.94,2
23,4,1178.53,1
25,3,682.9100000000001,1
4,5,3236.34,2
8,4,604.1800000000001,1
109,4,1116.68,1
65,1,428.89,1
29,2,604.3,1
7,7,5739.46,4
301,3,705.5799999999999,0
52,1,110.8,1
12,7,2018.94,2
145,4,1484.06,1
78,1,34.8,1
20,2,90.3,1
73,6,2466.86,2
19,2,604.64,1
16,3,1351.43,1
290,1,113.44,0
173,4,567.3100000000001,0
32,1,428.89,1
21,4,2835.66,2
4,8,1976.75,2
197,3,1585.35,0
26,2,68.84,1
30,8,2354.19,2
16,6,1890.91,2
312,1,219.52,0
61,1,557.62,1
53,1,917.34,1
1,7,1601.87,2
16,8,1906.09,2
278,1,315.6,0
138,2,494.08,1
60,3,578.61,1
50,6,1581.96,2
31,8,1524.47,2
21,5,1132.47,2
12,2,380.35,1
1,1,227.39,1
1,5,596.38,1
79,7,1638.53,2
32,9,1843.83,2
139,3,435.02,1
1,4,1106.53,1
40,1,675.51,1
64,5,2100.6,2
4,2,303.75,1
133,1,241.62,0
70,6,1589.2,2
45,3,95.85,1
17,6,5621.29,4
15,2,843.48,1
119,1,138.32,1
38,2,429.84,1
9,18,9132.25,6
10,4,1328.55,1
29,2,277.05,1
29,3,276.75,1
13,6,916.13,2
196,3,455.88,0
114,1,453.01,1
54,11,6893.68,4
3,3,758.29,1
37,3,483.65,1
117,1,213.85,1
25,5,1076.24,1
71,6,495.83,1
191,4,1431.78,0
317,1,1693.88,0
17,3,351.73,1
71,5,1273.12,2
3,7,1258.06,2
50,3,903.9,1
9,5,1072.36,1
4,7,5052.26,4
31,9,4181.58,4
1,43,12823.6,6
22,8,984.91,2
87,1,563.15,1
34,8,2266.11,2
8,1,77.50000000000001,1
17,10,6525.29,4
51,2,414.23,1
22,1,149.29,1
72,1,957.97,1
45,4,733.19,1
88,1,303.15999999999997,1
226,1,112.32,0
39,1,460.4,1
12,2,415.13,1
298,1,3.75,0
120,1,318.65,1
151,7,2064.61,2
4,3,1164.55,1
2,5,742.43,1
254,2,383.34,0
94,2,982.07,1
123,2,594.39,1
47,1,388.58,1
33,4,971.76,1
60,3,2161.05,2
65,5,3994.27,4
39,3,1023.84,1
23,4,414.76,1
99,1,115.31,1
8,6,1793.06,2
320,1,206.98,0
12,4,852.39,1
18,12,4199.85,6
312,1,316.26000000000005,0
288,1,363.65,0
78,1,344.33,1
65,2,487.99,1
58,1,1002.31,1
113,2,355.11,1
151,2,308.54,0
1,17,5373.59,6
135,2,653.35,1
22,6,1372.8,2
1,1,848.55,1
80,2,195.35,1
36,1,263.92,1
198,1,144.8,0
64,3,589.46,1
130,1,4008.62,4
1,11,2257.76,2
4,46,14872.42,6
10,8,5127.18,4
142,1,283.12,0
4,7,1375.59,2
10,19,2305.6,5
39,3,650.41,1
52,3,2662.06,2
18,3,1545.41,1
23,3,972.08,1
66,3,590.57,1
60,5,2147.77,2
21,5,945.76,1
9,11,1500.69,2
39,2,231.98,1
107,3,534.85,1
15,4,4447.2,4
109,3,2362.96,2
159,2,665.78,0
245,2,312.0,0
2,19,4434.04,6
44,1,379.45,1
60,3,554.86,1
204,4,696.95,0
249,1,12.75,0
22,1,151.5,1
11,4,652.74,1
11,9,2672.88,2
46,5,670.57,1
189,6,1000.27,0
17,2,338.62,1
50,5,1708.12,2
34,3,1122.63,1
39,2,775.1800000000001,1
12,3,672.83,1
191,2,162.18,0
22,3,780.43,1
260,1,361.54,0
89,1,103.3,1
53,1,417.6,1
35,3,557.94,1
44,5,1477.93,2
285,1,626.65,0
7,4,405.47,1
100,2,317.85,1
27,9,2334.77,2
36,2,604.51,1
58,2,337.34,1
4,8,1508.96,2
39,1,325.91,1
64,2,1576.76,1
266,1,141.41,0
53,1,204.24,1
10,4,712.8000000000001,1
169,8,3774.69,4
169,2,885.19,0
263,1,114.56,0
4,6,3939.64,4
20,1,255.4,1
159,2,188.02,0
218,1,265.2,0
212,2,294.12,0
207,1,369.2,0
18,9,4783.9,4
92,8,1508.83,2
18,1,340.11,1
4,3,1937.25,2
23,14,6416.7,6
3,45,52192.16,6
31,6,1407.34,2
114,1,304.24,1
4,3,577.1,1
197,1,134.04,0
25,5,1509.77,2
96,2,913.19,1
112,5,404.58,1
52,4,783.43,1
3,12,3719.4,5
3,9,2477.3,2
